sample_index,question,answer,ground_truth,num_contexts,contexts,faithfulness
217,Dương minh được định nghĩa là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Dương minh là dương thịnh.,0,,
218,Quyết âm được hiểu như thế nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Quyết âm là sự phát động, thúc đẩy phần âm hoạt động trong quá trình biến hóa.",0,,
219,Ngũ hành bao gồm 5 loại vật chất cơ bản nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Gồm Kim, Thủy, Mộc, Hỏa và Thổ.",0,,
220,"Màu sắc tương ứng với ngũ hành (Mộc, Hỏa, Thổ, Kim, Thủy) là gì?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Tương ứng là: Xanh (Mộc), Đỏ (Hỏa), Vàng (Thổ), Trắng (Kim), Đen (Thủy).",0,,
221,Vị tương ứng với ngũ hành là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Tương ứng là: Chua (Mộc), Đắng (Hỏa), Ngọt (Thổ), Cay (Kim), Mặn (Thủy).",0,,
222,Thứ tự của quy luật Ngũ hành tương sinh là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Mộc sinh Hỏa, Hỏa sinh Thổ, Thổ sinh Kim, Kim sinh Thủy, Thủy sinh Mộc.",0,,
223,Thứ tự của quy luật Ngũ hành tương khắc là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Mộc khắc Thổ, Thổ khắc Thủy, Thủy khắc Hỏa, Hỏa khắc Kim, Kim khắc Mộc.",0,,
224,Hiện tượng 'Tương thừa' trong ngũ hành là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Là hiện tượng hành này khắc hành kia quá mạnh khi có sự bất thường hoặc bệnh lý.,0,,
225,Hiện tượng 'Tương vũ' là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Là hành bị khắc quá mạnh khiến hành khắc không khắc được, gây ra phản vũ (khắc ngược lại).",0,,
226,"Trong chẩn đoán bệnh theo ngũ hành, 'Hư tà' là gì?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Hư tà là bệnh do tạng mẹ gây ra cho tạng con.,0,,
227,"Trong chẩn đoán bệnh theo ngũ hành, 'Thực tà' là gì?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Thực tà là bệnh do tạng con gây ra cho tạng mẹ.,0,,
228,Nguyên tắc điều trị cơ bản theo ngũ hành là gì?,"Bạn không đủ dữ liệu để kết luận. Các nguồn tham chiếu cung cấp thông tin về nguyên tắc điều trị trong y học hiện đại hoặc y học cổ truyền liên quan đến điều trị bệnh, nhưng không đề cập đến ""nguyên tắc điều trị cơ bản theo ngũ hành"".","Hư thì bổ mẹ, thực thì tả con.",5,"{
  ""nguyên_tắc_condition"": {
    ""nguyên_tắc"": ""[\""Bổ sung kịp thời lượng máu, điều trị tích cực các bệnh cơ bản, điều trị bằng thuốc, điều trị hỗ trợ\""]""
  }
}

---

{
  ""nguyên_tắc_condition"": {
    ""nguyên_tắc"": ""[\""Nồng độ oxy cao\"", \""bài tiết hoặc hít phải chất lạ\"", \""chống nhiễm trùng\"", \""điều trị bệnh cơ bản và điều trị hỗ trợ\""]""
  }
}

---

{
  ""nguyên_tắc_condition"": {
    ""nguyên_tắc"": ""['Điều trị bằng thuốc','Điều trị hỗ trợ, chẩn đoán và điều trị sớm, chủ yếu có tiên lượng tốt']""
  }
}

---

{
  ""nguyên_tắc_condition"": {
    ""nguyên_tắc"": ""Điều trị kháng khuẩn, điều trị sốc, điều trị nhiễm toan, sử dụng glucocorticoid và phòng ngừa và điều trị các biến chứng""
  }
}

---

{
  ""nguyên_tắc_condition"": {
    ""nguyên_tắc"": ""['Điều trị kháng nấm, điều trị triệu chứng, điều trị hỗ trợ']""
  }
}",1.0
229,Tạng Tâm có những chức năng chính nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Tâm chủ về tình chí, chủ về huyết mạch biểu hiện ra mặt và khai khiếu ra lưỡi.",0,,
230,Triệu chứng của 'Tâm hàn' là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Đau vùng ngực trái cấp, chân tay lạnh giá, mạch trầm trì.",0,,
231,Tâm bào lạc có nhiệm vụ gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Bảo vệ tâm khỏi tà khí và thúc đẩy sự co bóp, hoạt động của tâm.",0,,
232,Tạng Phế có những chức năng chính nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Phế chủ khí, chủ hô hấp, chủ về tuyên phát và túc giáng, chủ bì mao và thông điều thủy đạo.",0,,
233,Biểu hiện của Phế khí hư là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Khó thở, thở nhanh, tiếng nói nhỏ, người mệt mỏi, da lông khô ráp.",0,,
234,Phế khai khiếu ra đâu?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Phế khai khiếu ra mũi và thông với họng.,0,,
235,Tạng Thận có những chức năng chính nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Thận tàng tinh, chủ về sinh dục - phát dục, chủ về khí hóa nước, chủ xương tủy và nạp khí.",0,,
236,Thận dương còn được gọi là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Thận dương còn gọi là nguyên dương hoặc mệnh môn hỏa.,0,,
237,Biểu hiện của Thận không nạp được khí là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Gây ra chứng ho, hen, suyễn tức (khí nghịch lên trên).",0,,
238,Thận khai khiếu ra đâu?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Thận khai khiếu ra tai và tiền âm, hậu âm.",0,,
239,Tạng Tỳ có chức năng chính là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Tỳ chủ vận hóa đồ ăn, vận hóa thủy thấp, chủ về thống nhiếp huyết và chủ cơ nhục.",0,,
240,Tỳ khai khiếu ra đâu và vinh nhuận ra đâu?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Tỳ khai khiếu ra miệng và vinh nhuận ra môi.,0,,
241,Triệu chứng của Tỳ khí hư là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Ăn kém, đầy bụng, đại tiện lỏng, người mệt mỏi, cơ bắp teo nhẽo.",0,,
242,Tạng Can có chức năng chính là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Can chủ sơ tiết, tàng huyết và chủ về cân.",0,,
243,Can khai khiếu ra đâu và biểu hiện ra đâu?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Can khai khiếu ra mắt và vinh nhuận ra móng tay, móng chân.",0,,
244,Sự liên quan giữa Tâm và Phế thể hiện qua đâu?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Thể hiện qua mối quan hệ giữa khí (Phế) và huyết (Tâm).,0,,
245,Mối quan hệ giữa Tâm và Thận được gọi là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Được gọi là mối quan hệ 'Tâm thận tương giao' (thủy hỏa ký tế).,0,,
246,Quan hệ giữa Can và Tỳ được ví như điều gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Được ví như xe hơi: Tỳ vận hóa như xe chạy, Can sơ tiết như tra dầu và nổ máy.",0,,
247,Bệnh 'Âm thủy' (viêm thận mãn tính) có liên quan đến tạng nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Liên quan đến việc Tỳ hư không chế hãm được Thận thủy.,0,,
248,Tại sao Đại trường được gọi là 'Thủ dương minh Đại trường'?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Vì nó quan hệ biểu lý với Phế (Thái âm) và thuộc hệ thống Dương minh theo hình đồ thái cực.,0,,
249,Nguyên nhân gây bệnh trong Đông y gồm những loại nào?,"Nguyên nhân gây bệnh trong Đông y gồm các loại sau:

1. **Ngoại tà xâm nhập**: Như phong hàn, phong nhiệt, chi tà xâm nhập vào cơ thể, gây ảnh hưởng đến phế khí và dẫn đến tích tụ đờm, khí bị ngăn cản.  

2. **Thiếu hụt âm dương hoặc hư nhược cơ thể**: Như phế tỳ hư, thận hư, dẫn đến khí không thể hóa dịch, đờm nội sinh, hoặc khí huyết suy yếu, gây rối loạn chức năng cơ thể.  

3. **Rối loạn tâm thần – khí huyết**: Tâm khí không đều, can úc không giải, mộc khí quá thịnh, can úc hóa hỏa, đàm hỏa hỗn loạn, dẫn đến rối loạn tâm thần và khí huyết.  

4. **Ăn uống không đúng cách**: Ăn thực phẩm không phù hợp (hải sản, cá, cua, tôm, đường, giấm...) gây rối loạn chức năng tỳ, đờm ứ đọng, dẫn đến hen suyễn hoặc các bệnh phế.  

5. **Biến chứng từ bệnh lý khác**: Như bệnh sởi, ho gà, cảm lạnh lặp đi lặp lại, viêm phúc mạc, tổn thương nội tạng, phẫu thuật gây nhiễm trùng hoặc tổn thương, dẫn đến tích độc, tích mủ, nhiệt độc, đờm đục.  

6. **Di truyền bẩm sinh**: Thai nhi bị sốc lớn trong tử cung, gây loạn thai khí, âm dương mất cân bằng, dẫn đến não hư bẩm sinh, thần hư.  

7. **Tâm thần – tâm lý**: Suy nghĩ quá thịnh, tâm nguyện bất toại, dẫn đến đàm trì trệ, khí trì trệ, tâm thần rối loạn.  

8. **Tác động từ môi trường và yếu tố bên ngoài**: Biến đổi khí hậu, làm việc quá sức, rối loạn tâm trạng, hít phải phấn hoa, khói, mùi khí, gây đờm đông, khí bị cản.  

→ Như vậy, nguyên nhân trong Đông y chủ yếu liên quan đến **ngoại tà, nội sinh, tâm khí, dinh dưỡng, di truyền và môi trường**.","Gồm: Ngoại nhân (Lục dâm), Nội nhân (Thất tình) và Bất nội ngoại nhân.",5,"{
  ""nguyên_nhân"": {
    ""bệnh"": ""Thở hổn hển"",
    ""nguyên_nhân"": ""Ngoại tà xâm phong hàn hoặc phong nhiệt chi tà, tán tại biểu nhi tích tại phế, ngăn phế khí, ngăn khí tán nhi tích dịch sinh đàm. \""Hen suyễn... là một bệnh mãn tính gây ra bởi các điểm bấm ở lưng của một người lạnh, phối hợp với bên trong hệ thống phổi, các yếu tố gây bệnh cản trở khí và đờm.\"" Nó cũng là một nguyên nhân phổ biến của bệnh hen suyễn, vì nó ảnh hưởng đến sự lây lan của khí phổi bằng cách hít phải phấn hoa, khói và mùi khí truyền qua gió, dẫn đến sự đông máu của dịch cơ thể và đờm.\nNgười có thể chất đặc biệt thường ăn uống không đúng cách, ăn vào những thực phẩm không thể ăn như hải sản, cá, cua, tôm...... sẽ dẫn đến rối loạn chức năng tỳ, ăn uống không đúng cách, đờm ứ đọng dẫn đến hen suyễn. Vì vậy, xưa gọi là \""hen suyễn ăn\"", \""hen suyễn cá\"", \""hen suyễn kho tàu\"", \""hen suyễn đường\"", \""hen suyễn giấm\""......\nNhư đã chỉ ra trong Hướng dẫn lâm sàng Đông y - hen suyễn, những người có sức khỏe yếu, thể chất yếu sau khi bị bệnh, cũng như những người bị hen suyễn do yếu tố gia đình, đều thuộc loại \""hen suyễn chưa trưởng thành\"". Một số bệnh nhân hen suyễn bị bệnh sởi, ho gà trong thời thơ ấu, hoặc bị cảm lạnh lặp đi lặp lại, ho lâu, dẫn đến thiếu khí phổi, khí không thể hóa dịch, đờm nội sinh; Hoặc sau khi bệnh âm hư hỏa vượng, tích nhiệt hấp dịch, đờm đông lại, dẫn đến hen suyễn. Nguyên nhân chủ yếu của thể chất suy yếu là thận hư, mà sinh bệnh thì đa số là phế tỳ hư.\nCác nguyên nhân trên không chỉ là nguyên nhân quan trọng gây ra căn bệnh này mà còn là nguyên nhân gây ra mỗi cuộc tấn công như biến đổi khí hậu, ăn uống không đúng cách, rối loạn tâm trạng, làm việc quá sức, v.v., tất cả đều có thể gây ra, trong đó yếu tố khí hậu là chính. Như \""Chứng mạch trị hen suyễn\"" đã nói: \""Nguyên nhân của bệnh hen suyễn, đờm cố định, kết quả của tổ, ẩn nấp bên trong. Ngẫu nhiên phạm thất tình, ăn bị thương, hoặc bên ngoài có thời gian phong hàn trói buộc cơ biểu\"". Các yếu tố bệnh lý của hen suyễn chủ yếu là đờm.  ""
  }
}

---

{
  ""nguyên_nhân"": {
    ""bệnh"": ""Áp xe dưới cơ hoành"",
    ""nguyên_nhân"": ""(1) Nguyên nhân bệnh\nNguyên nhân bệnh Tây y:\nPhúc mạc dưới cơ hoành có một mạng lưới bạch huyết phong phú, khiến nhiễm trùng dễ dẫn đến vùng dưới cơ hoành. Áp xe dưới cơ hoành có thể là thứ phát từ nhiễm trùng ở bất kỳ phần nào của cơ thể, chủ yếu là biến chứng của nhiễm trùng áp xe bụng. Thường gặp ở viêm ruột thừa cấp tính, loét dạ dày tá tràng, viêm gan mật cấp tính, thường dẫn đến nhiễm trùng cơ hoành phải.\nHầu hết các mầm bệnh gây áp xe đến từ đường tiêu hóa và nhiễm trùng do E. coli và vi khuẩn kỵ khí chiếm khoảng 40%, nhiễm trùng liên cầu khuẩn khoảng 4% và nhiễm trùng tụ cầu khuẩn khoảng 20%. Tuy nhiên, hầu hết các bệnh nhiễm trùng là nhiễm trùng hỗn hợp và vị trí của áp xe hình thành phụ thuộc vào nguồn gốc của cơ quan bị nhiễm bệnh.\n1. Áp xe dưới cơ hoành bên trái thường do bệnh áp suất cao tĩnh mạch cửa gây ra. Sau khi phẫu thuật ngắt kết nối, các khu vực của lá lách có thể bị rò rỉ chất lỏng, máu và nhiễm trùng do vi khuẩn; Hoặc cắt bỏ dạ dày triệt để cho bệnh ung thư dạ dày, chấn thương đường tiêu hóa sau khi phẫu thuật khối u bụng, viêm phúc mạc khuếch tán với thủng ruột thừa, tích tụ dịch mủ trong khoảng trống dưới cơ hoành trái; Viêm tụy hoại tử xuất huyết không phải là thoát nước sau phẫu thuật hoặc phẫu thuật.\n2. Áp xe dưới cơ hoành bên phải chủ yếu do dạ dày, loét tá tràng thủng, viêm phúc mạc tràn lan sau phẫu thuật, ung thư, áp xe gan, tổn thương đường mật. Sau khi phẫu thuật, ô nhiễm, nhiễm trùng, mủ, dịch tiết, mật và dịch ruột tích tụ trong khoảng trống trên và dưới của gan, tạo thành áp xe bọc; Cũng có những trường hợp thủng ruột thừa, viêm phúc mạc lan tỏa hoặc chấn thương đường tiêu hóa.\nNguyên nhân Đông y:\n2. Máy gây bệnh của Trung Quốc\nBệnh này đa số là do ruột, gan chưa được điều trị, hoặc gan mật nóng ẩm hóa lửa, tích độc tích mủ, hoặc lúc sáng lúc rơi, tổn thương nội tạng, hoặc phẫu thuật ô nhiễm gây ra. Nhiệt độc chi tà kịch liệt, có thể đốt nước bọt, thậm chí nhiệt, hỏa, độc trầm phế, cũng có thể dẫn đến các triệu chứng như khí thiếu, dương thiếu.\n(2) Bệnh sinh\nKhi bệnh nhân nằm ngửa, phần dưới của cơ hoành là thấp nhất. Trong viêm phúc mạc cấp tính, mủ trong khoang bụng dễ dàng tích tụ ở đây và vi khuẩn cũng có thể đến phần dưới của cơ hoành thông qua tĩnh mạch cửa và hệ bạch huyết. Trước khi áp xe hình thành, có một giai đoạn viêm ở phần dưới của cơ hoành. Khoảng 70% bệnh nhân viêm phúc mạc cấp tính có thể hấp thụ hoàn toàn mủ trong khoang bụng sau khi phẫu thuật hoặc dùng thuốc và 30% phát triển áp xe hạn chế.\n2. Áp xe cơ hoành nhỏ hơn có thể được hấp thụ bằng phương pháp điều trị không phẫu thuật, áp xe lớn hơn có thể gây suy kiệt thể chất hoặc thậm chí suy kiệt do nhiễm trùng kéo dài, dẫn đến tỷ lệ tử vong cao hơn. Nhiễm trùng hạ hoành có thể gây tràn dịch màng phổi phản ứng hoặc lây lan qua đường bạch huyết đến ngực, gây viêm màng phổi; Nó cũng có thể xâm nhập vào lồng ngực để gây mủ, và trong một số trường hợp, nó có thể xâm nhập vào đại tràng để tạo ra lỗ rò nội bộ và \""tự thoát nước\"". Cũng có những trường hợp áp xe ăn mòn các bức tường của đường tiêu hóa, dẫn đến chảy máu nhiều lần trong đường tiêu hóa. Trong trường hợp rò ruột hoặc dạ dày, nhiễm trùng huyết có thể xảy ra nếu bệnh nhân có sức đề kháng vật lý thấp.""
  }
}

---

{
  ""nguyên_nhân"": {
    ""bệnh"": ""Suy phổi"",
    ""nguyên_nhân"": ""Nguyên nhân gây bệnh (80%):\nSuy phổi là do các bệnh kéo dài khác nhau của phổi, hoặc do độc tố gây bệnh gây tổn thương phổi, hoặc tổn thương tim, não, thận, phổi và các cơ quan khác, dẫn đến suy phổi, không thể nhổ, đờm đục. Một tình trạng đặc trưng bởi thở khò khè, nâng vai, tím môi, lạnh chân tay, ho và đờm.""
  }
}

---

{
  ""nguyên_nhân"": {
    ""bệnh"": ""Động kinh"",
    ""nguyên_nhân"": ""1. Tình bi tàng thần, chủ tâm, can tàng hồn, chủ phóng. Nếu tức giận gặp khó khăn, sẽ dẫn đến tâm khí không đều, chức năng gan mất đi, khí cơ mất cân bằng, tâm thần rối loạn; Hoặc can úc không thể giải, mộc khí quá thịnh, có thể công tỳ thổ, thủy thất trách, đàm thấp nội sinh, hoặc can úc hóa hỏa, thì đàm hỏa hỗn loạn, tâm trạng hỗn loạn; Nếu cơn giận vẫn tiếp diễn, máy không khí sẽ bị cản trở. Lưu thông máu bị đình trệ, trở nên trì trệ theo thời gian, hoặc bầm tím và đờm đan xen với nhau. Cơ lý ứ huyết ngăn thăng ngăn suy, xét cho cùng là do âm dương chi thất gây nên.\n2. Đàm trì trệ, suy nghĩ quá thịnh, tâm nguyện bất toại nguyện, tâm tỳ bị thương, suy nghĩ dẫn đến khí trì trệ, tâm khí tích tụ, tính tình không đủ, dẫn đến đàm trì trệ, trên quấy nhiễu thanh thể, dẫn đến tâm thần rối loạn, tinh thần rối loạn. Hoặc bởi vì suy nghĩ quá thịnh, tâm huyết tiêu hao, tỳ năng lượng nguồn đánh mất, tâm tỳ lưỡng hư, huyết bất tôn tâm, hoặc bởi vì dùng thuốc tổn thương, trung khu trạng thái bị hao tổn, dương khí không đủ, tinh thần tẩm bổ đánh mất.\n3. Di truyền bẩm sinh là chỉ thai nhi phát sinh sốc lớn trong tử cung của người mẹ, gây ra hỗn loạn thai khí, trên dưới mất cân bằng, âm dương mất cân bằng, dẫn đến não hư bẩm sinh, thần hư, sau khi sinh ra có đụng chạm, khí cơ điên đảo, thần cơ hỗn loạn, dẫn đến bệnh này.""
  }
}

---

{
  ""nguyên_nhân"": {
    ""bệnh"": ""Hôn mê"",
    ""nguyên_nhân"": ""Thông thường có chảy máu, nhồi máu mạch máu, viêm, chấn thương và khối u.\n1. Bệnh xuất huyết não: Thường gặp ở xuất huyết não và xuất huyết dưới màng nhện. Tuy nhiên, kể từ khi áp dụng CT, một lượng nhỏ xuất huyết não, bao gồm xuất huyết hạch nền và xuất huyết cầu não, hiếm khi gây hôn mê.\n2. Nhồi máu não, chẳng hạn như tắc mạch não, hình thành cục máu đông, v.v., cũng có thể gây hôn mê.\n3. Viêm: chẳng hạn như tất cả các loại viêm não, áp xe não, viêm màng não, vv\n4. Ngoại thương: như chấn động não, chấn thương não, tụ máu nội sọ.\n5. Các trường hợp khác như động kinh, bệnh não độc hại......\nNó được nhìn thấy trong nhiễm trùng toàn thân nghiêm trọng, bao gồm nhiều loại vi khuẩn, virus, xoắn ốc, ký sinh trùng, v.v. Nó thường được tìm thấy trong nhiễm trùng huyết, viêm phổi, sốt đỏ tươi, bạch hầu, ho gà, thương hàn và nhiễm trùng đường tiết niệu.\nChẳng hạn như hôn mê do nhiễm trùng đường tiết niệu, bệnh gan, khủng hoảng tuyến giáp, tiểu đường, tiểu đường tăng trương, hạ đường huyết và suy thượng thận mãn tính.\nNgộ độc ngoại sinh bao gồm ngộ độc công nghiệp, ngộ độc thuốc trừ sâu, ngộ độc thuốc, ngộ độc thực vật, ngộ độc động vật, v.v.\nBệnh tim mạch, chẳng hạn như loạn nhịp tim, nhồi máu cơ tim, bệnh não phổi và bệnh não cao huyết áp.\nRối loạn cân bằng nước điện giải, chẳng hạn như suy tim sung huyết mãn tính, suy thượng thận mãn tính, vv""
  }
}",1.0
250,Lục dâm bao gồm những yếu tố nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Gồm: Phong, Hàn, Thử, Thấp, Táo, Hỏa.",0,,
251,Thất tình bao gồm những trạng thái tâm lý nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Gồm: Hỷ (mừng), Nộ (giận), Ưu (lo), Tư (nghĩ), Bi (buồn), Kinh (kinh hãi), Khủng (sợ).",0,,
252,Bát cương là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Bát cương là 8 cương lĩnh chẩn đoán bệnh: Âm, Dương, Hàn, Nhiệt, Hư, Thực, Biểu, Lý.",0,,
253,Cặp cương lĩnh nào được coi là tổng cương trong bát cương?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Âm và Dương là tổng cương.,0,,
254,Chẩn đoán bệnh trong Đông y gồm những phương pháp nào (Tứ chẩn)?,"Trong Đông y, chẩn đoán bệnh sử dụng phương pháp **Tứ chẩn**, bao gồm:

1. **Tứ chứng** (quan sát triệu chứng lâm sàng)  
2. **Tứ tượng** (quan sát sắc diện, màu da, lưỡi, tay chân)  
3. **Tứ khí** (đánh giá khí huyết, âm dương, ngũ hành)  
4. **Tứ tượng âm dương** (phân biệt âm dương trong cơ thể)

Tuy nhiên, dữ liệu nguồn tham chiếu chỉ nêu ra các **triệu chứng** của các bệnh cụ thể, không cung cấp thông tin rõ ràng về các phương pháp chẩn đoán trong Tứ chẩn theo hệ thống Đông y truyền thống.  

→ **Không đủ dữ liệu để xác định đầy đủ các phương pháp chẩn đoán trong Tứ chẩn theo nghĩa truyền thống của Đông y.**","Gồm: Vọng (nhìn), Văn (nghe, ngửi), Vấn (hỏi), Thiết (bắt mạch, sờ nắn).",5,"{
  ""chẩn_dáo"": {
    ""triệu_chứng"": ""[\""thảm thực vật truyền nhiễm\"", \""suy tim\"", \""tím tái\"", \""cyanide và thiếu oxy trong máu\"", \""nội trú\"", \""khó thở do tim\"", \""run co thắt\"", \""tiếng thổi co thắt\"", \""đau ngón chân\"")"",
    ""bệnh"": ""Tứ chứng Fallot""
  }
}

---

{
  ""chẩn_dáo"": {
    ""triệu_chứng"": ""['hôn mê','buồn ngủ','giảm trương lực cơ','phản xạ gân biến mất','tê','rối loạn ý thức','đầy bụng trước','sin-thai nhịp tim','nghẹt thở']"",
    ""bệnh"": ""Bệnh não thiếu oxy thiếu máu cục bộ ở trẻ sơ sinh""
  }
}

---

{
  ""chẩn_dáo"": {
    ""triệu_chứng"": ""[Thiếu oxy, sốc, nhồi máu cơ tim, suy hô hấp, cắt ngang cơ thắt hậu môn, nhiễm kiềm hô hấp, tiểu máu, nhiễm độc máu, nhiễm toan chuyển hóa, hạ huyết áp]"",
    ""bệnh"": ""Sốc nhiễm trùng huyết""
  }
}

---

{
  ""chẩn_dáo"": {
    ""triệu_chứng"": ""[Herpes, đờm máu, nhiễm độc lao, lao hạch bạch huyết, khó thở, lao mũi, ho ra máu, suy giảm miễn dịch, sốt thấp]"",
    ""bệnh"": ""TB ở trẻ em""
  }
}

---

{
  ""chẩn_dáo"": {
    ""triệu_chứng"": ""['Sốc','Quan Quyết uống','Ruột kêu','Đau bụng với buồn nôn và nôn','Đại tiện tắc nghẽn','Táo bón','Đi tiêu','Buồn nôn','Lồng ruột']"",
    ""bệnh"": ""Hội chứng xoắn""
  }
}",0.3333333333333333
255,Mục đích của việc xem thần trong Vọng chẩn là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Để biết tình trạng chính khí của cơ thể: còn thần thì sống, mất thần thì chết.",0,,
256,Sắc mặt xanh thường biểu hiện bệnh gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Thường biểu hiện bệnh của tạng Can, hoặc các chứng đau, phong tà, kinh phong.",0,,
257,Chất lưỡi đỏ giáng (đỏ thẫm) biểu hiện điều gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Biểu hiện nhiệt đã vào phần dinh, phần huyết.",0,,
